OBJECTID *,OBJECTID,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,Y,X,IAphysregionsv4,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,IA_DHPFP,Cedar,Nish,DesMoines,Iowa2,Missouri2
119,297,NASIS,83IA185003,30590,-93.475555,40.783333,43,41,16,Point,4514816,459874.2,12,6.528867,2.75,0.001252,6.348002,3,-187475.2,170577,-75457.87,-147839.8,193163.8
120,298,NASIS,83IA185004,30590,-93.47583,40.783611,28,57,15,Point,4514846,459850.2,12,3.593756,4.479919,0.001379,5.931574,3,-187540.1,170455.4,-75455.75,-147800.7,193072.5
121,299,NASIS,83IA185005,30590,-93.47583,40.78389,30,67,3,Point,4514876,459850.2,12,2.457438,7.200012,0.000243,6.060666,2,-187540.1,170455.4,-75455.75,-147800.7,193072.5
122,300,NASIS,83IA185006,30590,-93.47583,40.784168,25,72,3,Point,4514909,459850.2,12,7.690929,5.300049,0.00165,6.236643,3,-187540.1,170455.4,-75455.75,-147800.7,193072.5
123,462,NASIS,84IA1850031,30987,-93.48333,40.769444,35,55,10,Point,4513277,459211.2,12,0.407739,1.569946,0.000011,7.774357,1,-188602.1,170276.6,-77024.22,-149491.3,192347.3
124,463,NASIS,84IA1850032,31017,-93.48333,40.769444,33,63,4,Point,4513277,459211.2,12,0.407739,1.569946,0.000011,7.774357,1,-188602.1,170276.6,-77024.22,-149491.3,192347.3
125,464,NASIS,84IA1850041,31017,-93.48333,40.769444,24,72,4,Point,4513277,459211.2,12,0.407739,1.569946,0.000011,7.774357,1,-188602.1,170276.6,-77024.22,-149491.3,192347.3
126,465,NASIS,84IA1850042,30987,-93.48333,40.769444,25,71,4,Point,4513277,459211.2,12,0.407739,1.569946,0.000011,7.774357,1,-188602.1,170276.6,-77024.22,-149491.3,192347.3
127,466,NASIS,84IA1850043,30987,-93.48333,40.769444,26,70,4,Point,4513277,459211.2,12,0.407739,1.569946,0.000011,7.774357,1,-188602.1,170276.6,-77024.22,-149491.3,192347.3
128,14889,NCSS,S1971IA185001,10/1/1971,-93.273888,40.804722,38.3,58.2,3.5,Point,4517117,476899.2,12,0.477454,2.820007,-0.000548,8.561603,6,-170606.7,186594,-62879.73,-138291.9,210297.7
129,13583,NCSS,1979IA007057,11/1/1969,-92.98463,40.78821,20.5,74.6,4.9,Point,4515248,501298.2,12,4.080589,3.380005,-0.00019,6.874736,3,-148378.2,210844.6,-48423.55,-132003.8,234481.3
130,1196,NASIS,94IA177080,34428,-91.981941,40.752224,25,65,10,Point,4511750,585940.3,12,4.815764,-5.940002,-0.00062,9.063608,3,-79422.54,289298.8,-282.8427,-79236.86,318765.2
131,9457,NASIS,1992IA177061,33845,-91.982529,40.796639,24,66,10,Point,4516682,585835.3,16,34.825217,-9.640015,-0.00189,8.799694,3,-75943.4,287124.8,100,-75781.33,318902.8
132,5364,NASIS,1988IA177016,32483,-91.847167,40.792189,20,77,3,Point,4516328,597259.3,16,0.300259,3.839966,0.000341,7.138547,1,-68612.32,297639,5841.233,-68342.16,330269.3
133,10074,NASIS,1977IA057011,28264,-91.140558,40.74923,19,<Null>,<Null>,Point,4512584,656977.3,4,1.059906,7.559998,0.00025,7.454208,1,-60486.86,354470.9,45895.64,-38189.53,389844.3
134,13375,NASIS,1966IA071001,24158,-95.406725,40.787064,27.200001,46,26.700001,Point,4517906,296932.2,14,13.351992,-6.740051,-0.001169,7.592727,3,-312602.4,15339.49,-174079.9,-246782.3,34795.55
135,5453,NASIS,1973IA145002,41071,-95.327922,40.804144,26.5,70.599998,2.9,Point,4519625,303631.2,14,0.653107,0.700012,0.000291,8.052172,6,-306305.6,21822.92,-167565.9,-240380.9,41588.58
136,5461,NASIS,1973IA145021,41073,-95.334467,40.806589,38.099998,60.799999,1.1,Point,4519910,303088.2,14,0.675247,-1.110046,0.000058,10.10577,6,-306507.1,21295.3,-167847.2,-240603,41111.19
137,13425,NASIS,1968IA145001,25142,-95.338083,40.799686,29.4,65.800003,4.8,Point,4519151,302761.2,14,0.82633,0.110046,0.000148,8.412287,6,-307257.4,20946.84,-168544.9,-241341.6,40603.7
138,5421,NASIS,1973IA145001,41071,-95.091869,40.817064,33,55,12,Point,4520555,323578.2,13,4.704253,1.779968,-0.000199,6.907817,3,-290344.1,41239.3,-150074.5,-224028.1,60280.01
139,5465,NASIS,1989IA173008,31609,-94.918583,40.805922,29,<Null>,<Null>,Point,4518983,338167.2,13,3.734137,0.690002,-0.000346,8.182828,3,-280619.1,55300.27,-139154.7,-214051.6,73625.27
140,5467,NASIS,1989IA173012,41080,-94.916586,40.839775,24,<Null>,<Null>,Point,4522739,338419.2,13,1.530636,3.02002,0.000757,8.050206,2,-277875.3,54169.82,-136703,-211359.1,74946.65
141,5471,NASIS,1989IA173018,41082,-94.9249,40.805269,30,<Null>,<Null>,Point,4518923,337633.2,13,1.959621,1.299988,0.000149,8.240828,2,-281123.9,54780.38,-139690.8,-214562.5,73020.89
142,5462,NASIS,1989IA173002,41073,-94.844419,40.827428,30,<Null>,<Null>,Point,4521239,344473.2,12,4.902805,-2.339966,-0.000237,6.825743,3,-274474.1,60431.53,-132779.1,-207863.5,80316
143,5472,NASIS,1989IA173019,42776,-94.680003,40.807136,30,<Null>,<Null>,Point,4518707,358294.2,12,4.236362,-5.700012,-0.000846,6.772027,3,-266582.8,74204.31,-124069.2,-199873.4,93052.78
144,5475,NASIS,1989IA173026,41093,-94.493167,40.802833,28.9,68.300003,2.8,Point,4517942,374047.2,12,0.586929,0.790039,-0.000066,9.259645,1,-255872.4,88417.02,-113575.4,-189829.2,108315.3
145,5779,NASIS,1983IA159004,30551,-94.435672,40.824389,32.200001,65.699997,2.1,Point,4520255,378937.2,12,1.960425,6.98999,0.001528,8.734651,2,-250564,91902.39,-108607.6,-184892.3,113554
146,13139,NASIS,1983IA159007,42775,-94.4582,40.813894,32.700001,65.300003,2,Point,4519121,377017.2,12,0.547595,5.079956,0.000814,7.766479,1,-252805.1,90656.49,-110760.5,-187037.7,111464.1
147,13172,NASIS,1984IA159003,30858,-94.453478,40.809069,29,<Null>,<Null>,Point,4518578,377407.2,12,1.591556,3.390015,0.00153,7.717723,2,-252781.8,91229,-110874.7,-187159,111767.8
148,13324,NASIS,1983IA159009,30494,-94.448142,40.814253,34.299999,58.700001,7,Point,4519148,377866.2,12,2.045302,-1.810059,0.00033,7.775485,2,-252022.6,91434.02,-110093.8,-186378,112367.3
149,13325,NASIS,1985IA173002,31244,-94.474533,40.813272,36.799999,57.200001,6,Point,4519076,375637.2,12,2.80044,-0.909973,0.00057,9.081443,2,-253931.7,89385.91,-111688.2,-187950.1,110087.8
150,15003,NCSS,1992IA159102,6/2/2014,-94.447775,40.813869,29.3,64.6,6.1,Point,4519103,377896.2,12,2.974746,-1.119995,-0.000017,11.09209,3,-252082.2,91475.3,-110169.4,-186454.3,112349.2
151,5815,NASIS,1984IA159001,30859,-94.375881,40.814117,28,37,35,Point,4519034,383959.2,12,6.058644,-0.089966,0.001443,6.173851,3,-247293,96970.77,-106339.5,-182528.5,118255.4
152,2202,NASIS,1984IA159211,39517,-94.188164,40.851768,28.9,69.400002,1.7,Point,4522982,399850.2,12,0.190977,-0.029968,0.000133,9.036272,5,-232392.8,110527.1,-93938.28,-169361.8,134593.5
153,13986,NCSS,1992IA159103,11/1/1985,-94.045555,40.818611,33.8,62.4,3.8,Point,4519148,411826.2,12,6.727467,8.690002,0.001908,6.385046,3,-225718.1,123114.3,-91183.16,-165359.5,145833.9
154,14297,NCSS,S2008IA053001,8/13/2008,-93.767197,40.839695,30.7,56.5,12.8,Point,4521245,435322.2,12,5.395265,5.410034,-0.000097,7.064978,3,-207266.1,145133.9,-77588.98,-151567.9,169400.9
155,13508,NCSS,S1971IA185002,10/1/1971,-93.432503,40.819443,29.9,67.7,2.4,Point,4518803,463525.2,12,4.40963,11.86005,0.000543,6.157444,3,-182849.7,173143.9,-70080.31,-142602.8,197117.3
156,2165,NASIS,2007IA185002,39269,-93.130691,40.818832,21.4,32.200001,5.1,Point,4518656,488977.2,12,2.448466,7.23999,0.001718,6.560531,2,-158650.1,198117.6,-54703.02,-132468.9,222491.7
157,5517,NASIS,1991IA051001,32608,-92.325508,40.838964,19.799999,24.4,<Null>,Point,4521101,556864.3,12,15.93869,1.26001,0.001425,5.956343,3,-96152.9,259070.9,-10023.97,-94582.88,290257.9
158,8733,NASIS,1991IA051001,42066,-92.345747,40.844469,21,76,3,Point,4521698,555154.3,12,1.173745,17.06,0.000356,8.13607,1,-97291.16,257282,-10463.75,-95561.76,288609.9
159,1023,NASIS,91IA177049,33469,-92.118332,40.854168,18,47,35,Point,4522943,574312.3,12,0.614749,-0.649994,-0.000148,12.53113,6,-80586.97,274045.5,447.2136,-79930.28,307852.7
160,5363,NASIS,1988IA177012,32482,-92.110511,40.828203,15,82,3,Point,4520066,575002.3,12,4.574136,12.04999,0.001708,6.853262,3,-81777.26,275896.5,-1697.056,-81230.35,308336.6
161,9456,NASIS,1991IA177050,33470,-92.115196,40.847012,18,72,10,Point,4522151,574585.3,12,0.957532,-5.750031,-0.000187,8.276121,5,-80820.36,274651.3,-100,-80196.88,308089.9
162,14144,NCSS,S1992IA177002,3/3/1992,-92.118332,40.854168,10.2,47.2,42.6,Point,4522943,574312.3,12,0.614749,-0.649994,-0.000148,12.53113,6,-80586.97,274045.5,447.2136,-79930.28,307852.7
163,1022,NASIS,91IA177034,33455,-92.003334,40.848888,18,77,5,Point,4522460,584014.3,16,7.01896,-2.269989,0.000693,6.973725,3,-73301.84,283099.8,5243.091,-72927.7,317485.8
164,976,NASIS,90IA177023,33112,-91.929443,40.853333,18,77,5,Point,4523027,590236.3,16,7.427208,6.890015,0.000903,7.146973,3,-68318.38,288545.9,7147.027,-68107.63,323713.3
165,1062,NASIS,92IA177069,33847,-91.986946,40.84528,15,73,12,Point,4522076,585400.3,16,1.368818,-2.149994,0.000115,8.647928,5,-72515.93,284542.2,5333.854,-72198.41,318852.5
166,1021,NASIS,90IA177031,33116,-91.848892,40.854999,18,62,20,Point,4523300,597022.3,16,1.879229,-0.019989,-0.000222,7.018654,4,-63447.62,294730.8,11401.75,-63255.83,330509.3
167,13970,NCSS,1985IA087101,10/1/1985,-91.588933,40.828325,29.5,67.9,2.6,Point,4520657,618982.3,16,2.992978,0.100006,-0.000856,7.436344,3,-53816.36,316093.7,22344.57,-49998.5,352281.4
168,2194,NASIS,1979IA087211,39517,-91.515923,40.816963,21.6,75.699997,2.7,Point,4519499,625159.3,16,0.031814,3.109985,0.000255,9.211636,1,-52966.88,322210,26082.37,-46456.97,358298.4
169,9578,NASIS,1977IA057005,28418,-91.117105,40.840595,27,55,18,Point,4522769,658738.3,4,1.124857,-27.04999,-0.000054,7.831136,5,-51419.16,352635.3,53930.79,-27879.2,392035.3
170,5416,NASIS,1968IA071033,41060,-95.556081,40.88235,28.9,66.199997,4.9,Point,4528844,284638.2,14,0.413983,0.02002,-0.001322,9.338872,6,-315845.9,1897.367,-177293.4,-250759.3,21339.63
171,5420,NASIS,1968IA071047,41071,-95.399028,40.872356,36.299999,62.5,1.2,Point,4527359,297841.2,14,2.418488,-2.25,-0.001359,7.920296,4,-306081.4,15028.31,-167464.9,-240564,34613.44
172,5456,NASIS,1973IA145012,41073,-95.279789,40.887206,27.700001,64,8.3,Point,4528739,307933.2,14,0.405119,-0.160034,-0.000217,10.95978,6,-297218.2,23545.91,-158662,-231483.9,44621.97
173,2020,NASIS,Y05IA003013,38594,-94.910057,40.901165,40,57.5,2.5,Point,4529543,339118.2,13,0.351633,-0.099976,-0.000139,10.72341,6,-272774.3,52206.7,-132192.6,-206367.5,75802.38
174,13304,NASIS,1985IA173001,31251,-94.906208,40.877236,24.700001,71.099998,4.2,Point,4526879,339382.2,13,0.355729,0.320007,0.000137,10.9313,1,-274363.4,53611.29,-133488,-207900.4,76171.52
175,13480,NASIS,1984IA173001,30791,-94.873447,40.858847,23.200001,49.299999,27.5,Point,4524779,342100.2,13,2.143084,13.52002,0.000565,6.161314,2,-273804.7,56900.35,-132540.3,-207267.7,78984.81
176,5464,NASIS,1989IA173006,41075,-94.526036,40.868692,39,59.200001,1.8,Point,4525301,371401.2,13,1.665872,2.26001,0.000932,9.153768,2,-252813.2,83046.98,-110096.5,-186108.4,107323.1
177,5470,NASIS,1989IA173016,31243,-94.530219,40.882911,32,<Null>,<Null>,Point,4526888,371077.2,13,0.549434,2.190002,0.000124,7.913243,1,-251840.3,82172.08,-109177.3,-185130.9,107439.8
178,5775,NASIS,1983IA159002,30504,-94.470453,40.890928,29.6,68,2.4,Point,4527689,376126.2,13,1.423137,8.969971,0.003099,7.75417,2,-247874.3,86573.03,-105077.6,-181171.3,112476.2
179,5878,NASIS,1983IA159006,30504,-94.424283,40.854289,34.700001,63.700001,1.6,Point,4523558,379951.2,12,0.213519,-13.47998,-0.000296,9.169937,5,-247804.2,91569.54,-105467.8,-181734,115201.1
180,13131,NASIS,1985IA159002,31239,-94.462792,40.8931,28.9,69.199997,1.9,Point,4527920,376777.2,13,3.674682,12.26007,0.001962,6.822985,3,-247256.8,87165.59,-104443.7,-180553.7,113204.1
181,13132,NASIS,1971IA175005,26211,-94.407886,40.9051,24.5,73.699997,1.8,Point,4529177,381424.2,13,5.145306,16.64001,0.002287,5.909177,3,-243225.3,91112.73,-100320.5,-176526.3,117983.7
182,5611,NASIS,1987IA159001,41295,-94.343868,40.857374,25,<Null>,<Null>,Point,4523795,386734.2,12,1.366841,-7.809998,0.000042,7.06134,5,-242220.4,97867.36,-100920,-177152.6,121891.3
183,5778,NASIS,1983IA159003,30524,-94.340264,40.88595,29,68.5,2.5,Point,4526963,387085.2,12,1.451307,6.580017,0.000705,6.137137,2,-239987.2,97212.45,-98191.5,-174489.1,122976.9
184,5780,NASIS,1982IA159001,30246,-94.401269,40.892567,35.400002,63.400002,1.2,Point,4527776,381958.2,13,2.249661,4.289978,0.001883,9.457767,2,-243724.8,92022.28,-101008.8,-177250.7,118115.4
185,13145,NASIS,1983IA159008,30524,-94.34455,40.885653,31.4,65.599998,3,Point,4526933,386725.2,12,1.64282,9.410034,0.000745,6.940427,2,-240309.2,96831.91,-98448.21,-174744.8,122587.6
186,5825,NASIS,1971IA175002,26211,-94.319278,40.905808,26.4,39.099998,34.5,Point,4529138,388888.2,13,2.936911,4.129944,0.00036,6.152549,3,-237233.6,98284.18,-95349.09,-171646.6,125245.4
187,5838,NASIS,1983IA159005,42474,-94.281192,40.894158,26.9,68.599998,4.5,Point,4527797,392077.2,12,0.293425,-3.530029,-0.000186,8.270391,5,-235500.5,101750,-94432.88,-170580.9,128027.7
188,14038,NCSS,1987IA159002,11/1/1987,-94.2374,40.85796,30.2,27.7,42.1,Point,4523726,395707.2,12,5.963279,2.429993,-0.000194,6.703141,3,-235093,106380.5,-95532.45,-171305.1,130713
189,2151,NASIS,Y07IA159001,39416,-94.176636,40.863445,30,<Null>,<Null>,Point,4524266,400837.2,12,5.013856,11.17993,0.001697,6.297322,3,-230797.3,111091,-92305.2,-167721.7,135815.4
190,6191,NASIS,1991IA159002,33498,-94.04082,40.878534,28,<Null>,<Null>,Point,4525796,412303.2,12,7.739474,9.480042,0.001175,5.937275,3,-220998,121739.5,-85374.77,-159645.1,147394.1
191,5853,NASIS,1985IA039001,31159,-94.009267,40.898117,22.700001,75.099998,2.2,Point,4527938,414988.2,12,4.700555,-1.420044,0.000512,7.129048,3,-217516.2,123819.9,-82221.41,-156293.3,150460.6
192,5252,NASIS,1990IA053002,41614,-93.945958,40.881725,21,<Null>,<Null>,Point,4526060,420301.2,12,3.734129,18.34998,0.003134,5.623345,3,-214782.6,129418.4,-80632.56,-154915.5,155318.1
193,8634,NASIS,1990IA053103,42065,-93.750242,40.865925,33,62,5,Point,4524146,436774.2,12,3.794045,2.910034,0.000043,7.496916,3,-204146.2,145911.4,-74332.84,-148302.9,171293.7
194,14282,NCSS,1990IA053103,6/21/2007,-93.750242,40.865925,30.7,66.1,3.2,Point,4524146,436774.2,12,3.794045,2.910034,0.000043,7.496916,3,-204146.2,145911.4,-74332.84,-148302.9,171293.7
195,2141,NASIS,S2007IA053001,39254,-93.597221,40.882221,33,62,5,Point,4525856,449683.2,12,1.915751,5.799988,0.001179,7.324514,2,-194039.2,158167.7,-68639.13,-141315.9,184303.3
196,2139,NASIS,S2007IA185001,39224,-93.459168,40.883335,27,68,5,Point,4525907,461314.2,12,0.860025,6.080017,0.001157,6.376805,1,-183048.2,169522.4,-65687.52,-137243.2,195784.6
197,14283,NCSS,S2007IA185001,5/22/2007,-93.459168,40.883335,33.8,63.7,2.5,Point,4525907,461314.2,12,0.860025,6.080017,0.001157,6.376805,1,-183048.2,169522.4,-65687.52,-137243.2,195784.6
198,597,NASIS,85IA1850051,31382,-93.174721,40.891945,50,32,18,Point,4526777,485281.2,12,3.17523,0.109985,-0.00129,8.237348,3,-159672.3,192525,-50152.27,-126126.8,219691.6
199,598,NASIS,85IA1850052,31382,-93.174721,40.891945,42,40,18,Point,4526777,485281.2,12,3.17523,0.109985,-0.00129,8.237348,3,-159672.3,192525,-50152.27,-126126.8,219691.6
200,599,NASIS,85IA1850053,31382,-93.175552,40.891945,33,49,18,Point,4526777,485212.2,12,2.176575,5.690002,0.000638,6.560772,2,-159768.2,192429.9,-50206.38,-126163.4,219592.4
201,600,NASIS,85IA1850054,31382,-93.175552,40.891666,24,72,4,Point,4526747,485212.2,12,1.642485,7.130005,0.000962,6.166158,2,-159768.2,192429.9,-50206.38,-126163.4,219592.4
202,601,NASIS,85IA1850055,31382,-93.174721,40.891945,32,64,4,Point,4526777,485281.2,12,3.17523,0.109985,-0.00129,8.237348,3,-159672.3,192525,-50152.27,-126126.8,219691.6
203,602,NASIS,85IA1850056,31382,-93.175552,40.891945,42,54,4,Point,4526777,485212.2,12,2.176575,5.690002,0.000638,6.560772,2,-159768.2,192429.9,-50206.38,-126163.4,219592.4
204,5518,NASIS,1977IA007001,32608,-92.87852,40.8719,19.799999,24.4,<Null>,Point,4524545,510235.2,12,4.865464,-2.75,0.00063,8.266828,3,-136706.7,216536.1,-35592.41,-119837.6,244166.9
205,2203,NASIS,1973IA179211,39517,-92.606247,40.91671,21.299999,75.699997,2.9,Point,4529585,533158.3,12,0.477337,3.330017,0.000368,10.30895,1,-113534.1,234088.5,-17944.92,-107181,267479.2
206,14830,NCSS,S1995IA051001,8/15/1995,-92.618515,40.864464,19,62.3,18.7,Point,4523783,532150.3,12,12.458527,-9.480011,-0.001904,9.50439,3,-116726,235922.5,-23120.55,-113024.6,265878
207,13091,NASIS,1991IA051001,42731,-92.52064,40.8699,19.799999,24.4,<Null>,Point,4524425,540394.3,12,9.282941,3.01001,0.000599,6.727678,3,-108907.8,242916.5,-17171.2,-106158.6,274207
208,1064,NASIS,1992IA177071,33848,-92.155281,40.86972,20,65,15,Point,4524638,571183.3,12,0.586871,-1.369995,-0.000926,10.39725,6,-82131.23,270519.6,0,-81259.09,304902
209,4577,NASIS,2010IA05180002,29838,-92.197922,40.875133,20.5,77.099998,2.4,Point,4525205,567583.3,12,2.135528,12.21002,0.002752,6.82044,2,-84843.21,267038.1,-583.0952,-83626.85,301358.6
210,9455,NASIS,1991IA177048,33466,-92.167145,40.882626,35,58,7,Point,4526063,570169.3,12,0.954841,-0.480011,-0.00036,8.951371,6,-82178.95,269030.7,1000,-81071.33,304028.2
211,977,NASIS,90IA177030,33115,-91.903053,40.885834,18,62,20,Point,4526663,592414.3,16,12.305757,-10.27002,-0.003554,9.926338,3,-64245.16,289179.5,11292.48,-63994.14,326195.3
212,1020,NASIS,90IA177030,33115,-91.903053,40.885834,18,62,20,Point,4526663,592414.3,16,12.305757,-10.27002,-0.003554,9.926338,3,-64245.16,289179.5,11292.48,-63994.14,326195.3
213,975,NASIS,90IA177022,33112,-91.735558,40.880001,20,70,10,Point,4526207,606535.3,16,8.284789,1.860016,0.002448,12.19147,3,-55180.61,302447.7,19333.13,-54866.57,340205.2
214,14141,NCSS,S1992IA177001,8/8/1991,-91.77639,40.896946,14.7,79.3,6,Point,4528037,603067.3,16,1.761701,8.060028,0.004243,6.093582,2,-55816.21,298588.8,18866.37,-55599.01,336976.2
215,9577,NASIS,1977IA057004,28418,-91.085863,40.866928,29,<Null>,<Null>,Point,4525748,661309.3,7,1.04259,0.290009,0.000335,9.441269,1,49732.59,354145,57847.47,-24801.81,394824.3
216,5485,NASIS,1979IA129033,41101,-95.736731,40.917981,18.799999,76.099998,5.1,Point,4533260,269539.2,15,4.324609,-11.44,-0.001255,6.212058,3,-325842,-13727.71,-187670.9,-261415.8,6545.991
217,2060,NASIS,Y06IA003004,38735,-94.921135,40.927792,25,<Null>,<Null>,Point,4532519,338248.2,13,4.585346,-9.379944,-0.000674,8.211843,3,-271521.1,49963.19,-131333.8,-205193.2,74911.28
218,1844,NASIS,Y05IA003001,38279,-94.893692,40.951305,35.299999,61.200001,3.5,Point,4535078,340615.2,13,0.071246,-0.070007,-0.000116,12.5958,5,-268002.1,50904.22,-127907.4,-201687.2,77398.32
219,1852,NASIS,2005IA003005,38329,-94.912697,40.914696,26,<Null>,<Null>,Point,4531049,338929.2,13,0.681011,0.619995,0.000205,9.522943,1,-271924.1,51265.29,-131519.4,-205551.9,75600
220,1855,NASIS,Y05IA003008,38373,-94.898308,40.945473,24,<Null>,<Null>,Point,4534439,340213.2,13,0.381854,4.249939,0.000501,8.515523,1,-268698.5,50804.72,-128568.2,-202377.5,76970.77
221,1857,NASIS,2005IA003006,38398,-94.903664,40.930168,32,<Null>,<Null>,Point,4532750,339727.2,13,0.315278,-2.26001,-0.0001,12.4763,6,-270197.6,51135.31,-129914,-203847.5,76416.75
222,2014,NASIS,Y05IA003014,38589,-94.900887,40.928696,26.1,65.900002,8,Point,4532582,339955.2,13,0.782873,-1.960022,-0.000382,10.08554,6,-270180.5,51406.03,-129856.9,-203822.1,76612.79
223,2030,NASIS,Y06IA003001,38631,-94.897781,40.922779,27.700001,69.5,2.7,Point,4531919,340204.2,13,0.644483,2.809998,-0.000328,9.47877,1,-270421.2,52003.46,-129994,-204042.1,76903.19
224,2061,NASIS,Y06IA003005,38750,-94.912781,40.901943,26,<Null>,<Null>,Point,4529633,338890.2,13,3.293498,3.959961,0.004953,9.647172,3,-272856.5,51983.94,-132301.6,-206455.1,75601.66
225,2083,NASIS,Y06IA003009,38915,-94.855637,40.914166,25,<Null>,<Null>,Point,4530887,343732.2,13,6.038481,1.599976,0.000255,5.774541,3,-268490.9,55559.07,-127669.1,-202031,80400
226,5316,NASIS,2005IA003014,38589,-94.900886,40.928696,26.1,65.900002,8,Point,4532582,339955.2,13,0.782873,-1.960022,-0.000382,10.08554,6,-270180.5,51406.03,-129856.9,-203822.1,76612.79
227,1838,NASIS,Y04IA003010,38245,-94.797836,40.955223,31,<Null>,<Null>,Point,4535342,348694.2,13,6.270916,-6.590027,0.001031,6.469002,3,-261764.3,58215.63,-120995.3,-195305.3,85503.22
228,1846,NASIS,Y05IA003003,38292,-94.820808,40.915806,35,<Null>,<Null>,Point,4531007,346669.2,13,5.813166,-0.100037,0.000129,7.012179,3,-266213.8,58182.64,-125164.6,-199708.4,83400
229,1851,NASIS,Y05IA003004,38314,-94.838837,40.943279,25,<Null>,<Null>,Point,4534088,345214.2,13,1.441961,15.38995,0.000364,5.965981,2,-265229.9,55499.55,-124617.9,-198806.1,81951.33
230,1999,NASIS,Y05IA003010,38588,-94.817863,40.947777,32,<Null>,<Null>,Point,4534550,346990.2,13,6.790926,2.97998,0.000472,5.237447,3,-263560,56947.78,-122849.3,-197114.6,83769.03
231,1845,NASIS,Y05IA003002,38282,-94.705002,40.911388,30,<Null>,<Null>,Point,4530320,356413.2,13,3.293701,11.23004,0.001707,6.177651,3,-259666.6,67281.5,-117864.5,-193031.1,93100
232,1859,NASIS,Y05IA003009,38405,-94.703056,40.913334,31,<Null>,<Null>,Point,4530533,356581.2,13,1.027384,9.780029,0.00015,6.161637,1,-259313.9,67347.53,-117520.8,-192679.5,93300
233,1840,NASIS,Y04IA003012,38250,-94.634613,40.936054,32,<Null>,<Null>,Point,4532945,362392.2,13,3.403308,-0.300049,-0.000164,7.992238,3,-253498.6,71889.15,-111507.9,-186835,99116.34
234,1842,NASIS,2004IA003014,38254,-94.634392,40.936054,32,<Null>,<Null>,Point,4532945,362410.2,13,3.441189,0.860046,-0.000528,7.992238,3,-253498.6,71889.15,-111507.9,-186835,99116.34
235,2155,NASIS,Y07IA003012,39426,-94.650719,40.943943,35,<Null>,<Null>,Point,4533848,361051.2,13,5.815789,-0.490051,0.000778,6.853134,3,-253861.4,70270.62,-112023.8,-187217.7,97737.3
236,1836,NASIS,Y04IA003008,38238,-94.598503,40.928001,24,<Null>,<Null>,Point,4531994,365416.2,13,0.319917,1.640015,0.000067,8.766638,1,-252090.8,75050.98,-109867.3,-185403.4,102103.1
237,2125,NASIS,Y07IA039001,39239,-93.86808,40.924362,32,<Null>,<Null>,Point,4530725,426910.2,12,2.304787,5.570007,0.000912,6.704432,2,-206800.2,134869.3,-73161.53,-147500.8,162658.7
238,2263,NASIS,Y08IA039001,39654,-93.868057,40.924446,33,<Null>,<Null>,Point,4530734,426910.2,12,2.730981,5.339966,0.00193,6.207011,2,-206733.1,134849.9,-73076.95,-147415.8,162678.4
239,2264,NASIS,Y08IA039001,39654,-93.868057,40.924446,33,<Null>,<Null>,Point,4530734,426910.2,12,2.730981,5.339966,0.00193,6.207011,2,-206733.1,134849.9,-73076.95,-147415.8,162678.4
240,2422,NASIS,Armstrong-IA039-01-01,39708,-93.833336,40.94278,28,67,5,Point,4532741,429853.2,12,4.04297,14.19,0.002817,5.925671,3,-203241.4,137276.8,-69851.63,-144196.8,165920.9
241,2423,NASIS,Armstrong-IA039-01-02,39708,-93.834168,40.943054,28,67,5,Point,4532771,429784.2,12,2.330298,11.5,0.000207,8.098696,2,-203241.4,137276.8,-69851.63,-144196.8,165920.9
242,2553,NASIS,Armstrong-IA039-02-02,39708,-93.833336,40.94278,22,73,5,Point,4532741,429853.2,12,4.04297,14.19,0.002817,5.925671,3,-203241.4,137276.8,-69851.63,-144196.8,165920.9
243,2191,NASIS,1983IA039211,39517,-93.576492,40.918411,23.5,74.699997,1.8,Point,4529861,451456.2,12,0.477357,1.809998,0.000066,9.467112,1,-189941,158990.9,-64354.8,-136969.7,186609.8
244,5250,NASIS,1987IA039005,41599,-93.591475,40.953256,23,<Null>,<Null>,Point,4533737,450220.2,12,1.212042,11.64001,0.000353,6.699341,1,-187921.5,157030.1,-60859.92,-133863.4,186120.5
245,5388,NASIS,1999IA117103,42066,-93.417125,40.968011,26,69,5,Point,4535291,464902.2,12,4.951388,-0.809998,-0.001564,11.15652,3,-176928.6,170506,-55646.47,-127189.1,200844.5
246,2197,NASIS,1988IA117211,39517,-93.353828,40.94635,24.9,72.699997,2.4,Point,4532861,470218.2,12,0.407602,1.890015,0.000338,7.848864,1,-172737.1,176282.6,-55200.73,-127016.3,205646.9
247,2480,NASIS,2003IA117-01-002,39709,-93.104721,40.972778,27,68,5,Point,4535741,491188.2,12,6.756824,5.52002,0.001548,5.744486,3,-151635.4,194482.5,-39391.37,-115614,226837.9
