OBJECTID *,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,VDCN_10m,IA_DHPFP,Cedar,Nish,Iowa,DesMoines,Missouri,IAphysregionsv4,X_100,Y_100
541,NASIS,2010IA10180002,32098,-91.910828,41.114986,16,78.800003,5.2,Point,14.392532,7.289978,-0.000209,5.779565,16.02811,3,-51053.89,279540.8,-48319.77,33961.15,328354.8,16,591415.5,4552074
542,NASIS,2010IA10180003,32098,-91.911751,41.121769,17.700001,77.099998,5.2,Point,1.7092,10.98001,0.001252,7.853393,22.5912,2,-50843.39,279204.1,-47953.83,34541.14,328387,16,591315.5,4552874
543,NASIS,2010IA10180004,31966,-91.736694,41.097473,17.1,78.199997,4.5,Point,1.140915,10.16,0.000462,7.34649,34.62164,1,-38829.37,294078.5,-38025.39,38605.96,342608,16,606115.5,4550374
544,NASIS,1984IA039001,30896,-94.001228,41.140267,30.9,67.099998,2,Point,1.63075,11.28992,0.000739,5.887717,40.77997,2,-200294.1,118079.2,-134523.3,-58495.81,154512.9,13,416015.5,4554774
545,NASIS,1984IA039031,30897,-93.991956,41.145731,30.299999,66.599998,3.1,Point,0.756659,3.039978,0.000129,8.51426,44.48709,1,-199376.7,118596.2,-133611.1,-57601.13,155219.9,13,416715.5,4555374
546,NASIS,1987IA039002,42303,-93.914625,41.147611,26.799999,35.799999,37.400002,Point,13.353777,2.080017,-0.001005,6.21978,31.71716,3,-193964.5,124833.9,-129281.9,-53930.32,161707.7,13,423215.5,4555574
547,NASIS,1983IA039001,30517,-93.788831,41.154694,33.299999,64.5,2.2,Point,0.134904,2.880005,-0.000011,7.658347,34.17715,1,-185060,134968.2,-122328.9,-48457.2,172278.5,13,433815.5,4556274
548,NCSS,S1994IA181001,9/14/1994,-93.656113,41.191666,30.4,67.3,2.3,Point,1.906185,5.690002,0.00049,11.65253,38.33255,2,-173792.1,142310.4,-112805.9,-38472.07,183403.9,13,445015.5,4560274
549,NCSS,S1994IA117013,8/24/1994,-93.357498,41.149723,26.3,69.2,4.5,Point,0.732898,3.730042,0.000205,10.18585,21.28145,1,-158556.1,166236.8,-106413.6,-35361.7,208123.5,12,470015.5,4555474
550,NCSS,S1994IA117009,8/22/1994,-93.363335,41.151112,31,66,3,Point,3.650251,-1.25,0.0005,8.337367,31.52397,3,-158832.3,165751.9,-106481.8,-35398.59,207638.6,12,469515.5,4555574
551,NCSS,S1994IA117007,8/22/1994,-93.351387,41.151943,21.7,63.8,14.5,Point,3.316517,3.050049,-0.000284,7.77025,9.864105,3,-158065,166575.7,-106063.5,-34985.71,208643.5,12,470515.5,4555674
552,NCSS,S1994IA117011,8/24/1994,-93.361389,41.150555,27.7,68.5,3.8,Point,7.442284,0.460022,0.00015,11.54729,26.46965,3,-158693,165926.3,-106416.4,-35345.44,207837.3,12,469715.5,4555574
553,NCSS,S1994IA117014,8/24/1994,-93.354446,41.150555,19.8,76.7,3.5,Point,0.544045,10.76996,0.000072,12.43734,19.9025,1,-158345.2,166362.5,-106254.4,-35192.33,208333.8,12,470215.5,4555574
554,NCSS,S1994IA117010,8/22/1994,-93.362503,41.150833,26.3,70.4,3.3,Point,1.631368,0.089966,0.000117,8.390493,29.75311,2,-158762.6,165839.1,-106449,-35371.88,207737.9,12,469615.5,4555574
555,NCSS,S1994IA117008,8/22/1994,-93.365555,41.15139,31.3,66.3,2.4,Point,4.008625,4.369995,0.002846,6.49558,40.65198,3,-158900.1,165528.5,-106453.1,-35356.61,207451.8,12,469315.5,4555674
556,NCSS,S1994IA117006,8/22/1994,-93.353058,41.151112,22.2,72.8,5,Point,4.318634,14.64001,0.001664,8.725108,14.60036,3,-158206.4,166537.1,-106190.2,-35116.09,208532.4,12,470415.5,4555574
557,NASIS,2010IA135012,40375,-92.803923,41.140685,30.5,67.5,2,Point,1.496136,1.359985,0.000363,8.00688,21.40919,1,-123333.6,208383.6,-90204.32,-11179,254161.1,13,516415.5,4554374
558,NASIS,2010IA13580001,29738,-92.719627,41.154968,22.6,74.300003,3.1,Point,9.14634,11.10999,0.001691,6.488941,33.19273,3,-116080.3,214314.9,-85755.52,-4875.449,261379.2,13,523515.5,4555974
559,NASIS,2010IA17980003,27546,-92.522469,41.158222,23.1,74.300003,2.6,Point,0.190977,19.07001,0.001056,6.914533,27.11363,1,-99582.38,229599.9,-79413.41,7043.437,277953.8,16,540015.5,4556474
560,NASIS,2010IA179008,40371,-92.208709,41.147861,28.299999,69.900002,1.9,Point,2.144938,5.22998,0.001166,7.84128,12.78561,2,-73919.55,254722.7,-67912.45,22086.42,304072.5,16,566415.5,4555474
561,NASIS,2003IA101001,37958,-92.024025,41.144806,25.799999,73.199997,1,Point,0.063676,-0.059998,-0.000019,8.549472,24.63628,5,-58956,269517.8,-54847.61,30633.97,319510.2,16,581915.5,4555274
562,NCSS,S1995IA101001,1/11/1989,-92.02433,41.145016,24.4,74.3,1.3,Point,0.256734,-0.490021,-0.00031,10.14852,24.7312,5,-58956,269517.8,-54847.61,30633.97,319510.2,16,581915.5,4555274
563,NCSS,2003IA101001,12/3/2003,-92.024025,41.144806,25.8,73.2,1,Point,0.063676,-0.059998,-0.000019,8.549472,24.63628,5,-58956,269517.8,-54847.61,30633.97,319510.2,16,581915.5,4555274
564,NASIS,1971IA181001,26246,-93.673797,41.247158,27.299999,55.099998,17.6,Point,1.655021,-6.72998,-0.0003,8.31237,4.475433,4,-171220.6,137834.7,-108502.8,-34470.28,181960.7,13,443515.5,4566374
565,NCSS,S1994IA181003,9/15/1994,-93.655472,41.19947,30,66.2,3.8,Point,4.001957,11.65997,0.001048,6.50224,30.25327,3,-173290.5,141882,-112126.6,-37802.91,183400.4,13,445015.5,4561074
566,NCSS,S1994IA181002,9/15/1994,-93.656059,41.192528,31.1,65.3,3.6,Point,0.95533,4.869995,0.001323,11.9225,37.96786,1,-173729.3,142256.7,-112720.9,-38388.15,183403.3,13,445015.5,4560374
567,NASIS,1978IA181101,42066,-93.440397,41.233261,26,69,5,Point,1.791554,10.06995,0.00355,8.718695,32.28348,2,-157081.2,155742.1,-100297.8,-27940.65,201523.8,12,463115.5,4564774
568,NASIS,94IA107018,34583,-92.271385,41.212776,18,79,3,Point,1.318756,6.709991,0.000317,8.239678,34.47798,1,-77933.11,247455.1,-67279.49,25107.77,299461.3,16,561115.5,4562674
569,NASIS,98IA107055,35921,-92.221947,41.225555,10,30,60,Point,4.432593,-19.28,-0.009645,7.805001,5.431702,3,-73703.32,250960.8,-64829.78,28527.18,303609.5,13,565215.5,4564074
570,NASIS,S1995IA107001,34584,-92.276542,41.223361,24,73,3,Point,1.4068,15.84,0.001669,6.501851,33.47585,2,-78309.7,246650.3,-66380.2,25763.54,299007.4,13,560615.5,4563774
571,NASIS,S1995IA107001,34584,-92.276542,41.223361,11,86.049999,2.95,Point,1.4068,15.84,0.001669,6.501851,33.47585,2,-78309.7,246650.3,-66380.2,25763.54,299007.4,13,560615.5,4563774
572,NCSS,S1995IA107001,9/7/1994,-92.276542,41.223361,17.2,78.8,4,Point,1.4068,15.84,0.001669,6.501851,33.47585,2,-78309.7,246650.3,-66380.2,25763.54,299007.4,13,560615.5,4563774
573,NASIS,95IA107031,34940,-92.16111,41.204166,24,73,3,Point,2.316039,8.320007,0.002157,6.56792,31.11353,2,-68929.24,256509.4,-61536.66,29443,308521.3,16,570315.5,4561774
574,NASIS,96IA107048,35298,-92.145836,41.197498,34,41,25,Point,4.440751,-2.799988,-0.001056,6.759898,22.63,3,-67750.27,257957.5,-60688.22,29719.52,309746.5,16,571615.5,4561074
575,NASIS,95IA107030,34940,-92.113609,41.234444,32,60,8,Point,0.213563,-0.330017,-0.000076,8.8773,0.805191,6,-64538.36,259378.2,-56438.99,34596.1,312719.6,13,574315.5,4565174
576,NASIS,95IA107035,34955,-91.996391,41.201946,18,74,8,Point,1.174124,-3.030029,-0.00027,7.560914,2.640045,6,-55329.65,269764.4,-49511.71,37260.17,322246.6,16,584115.5,4561674
577,NASIS,95IA107036,34961,-91.960556,41.209999,26,29,45,Point,0.547634,-8.519989,-0.003114,5.685033,2.31012,6,-52216.86,272400.5,-46481.18,39583.46,325318.9,16,587115.5,4562574
578,NASIS,95IA107037,34960,-91.960556,41.209721,20,55,25,Point,0.8214,-8.519989,0.000115,8.658984,2.096863,2,-52216.86,272400.5,-46481.18,39583.46,325318.9,16,587115.5,4562574
579,NCSS,S1944IA183008,10/5/1944,-91.754166,41.221111,18.5,78.3,3.2,Point,5.899711,0.669983,-0.001092,6.796907,8.182175,3,-34958.55,288703.4,-30909.54,50535.14,342683,16,604415.5,4564074
580,NASIS,1968IA121008,43112,-94.01905,41.265792,31.1,66.5,2.4,Point,3.15205,0.659973,-0.000916,10.41509,23.60318,3,-191570.2,112481.8,-124867.3,-48790.37,153164.7,13,414615.5,4568774
581,NASIS,2010IA12380002,25720,-92.481194,41.267887,20.1,76.400002,3.5,Point,9.900558,1.48999,-0.000284,6.760107,21.83438,3,-95150.52,228771,-66788.77,18306.83,281886.9,16,543415.5,4568674
582,NASIS,1994IA107014,34583,-92.328056,41.298889,5.2,5.3,89.5,Point,5.839792,-10.19,0.000712,7.133174,12.97205,3,-82300.55,240055.4,-60109.32,29120.44,294787.1,13,556215.5,4572174
583,NASIS,95IA107027,34934,-92.292221,41.27861,25,45,30,Point,10.230654,0.76001,0.002496,6.162095,15.95776,3,-79220.45,243636.5,-60955.39,29320.47,297815.7,13,559315.5,4569974
584,NASIS,96IA107047,35297,-92.245277,41.287224,24,68,8,Point,1.374009,-0.459991,-0.000105,9.383999,1.901794,4,-75305.38,247147.8,-58826.02,32601.38,301740.3,13,563215.5,4570874
585,NASIS,96IA107052,35394,-92.245552,41.285832,22,70,8,Point,0.38857,-3.98999,0.000043,11.65923,2.482712,6,-75306.64,247174.5,-58921.39,32529.68,301737.3,13,563215.5,4570774
586,NASIS,1996IA107046,35292,-92.206947,41.297222,15,25,60,Point,0.603919,-5.290009,-0.000837,13.02083,1.958038,6,-72100.28,249920.1,-56782.57,35710.64,304977.4,13,566415.5,4572074
587,NASIS,1994IA107005,34558,-91.998054,41.260277,26,59,15,Point,0.387214,0.580017,0.000106,12.5154,2.27713,6,-54718.55,267834.2,-46510.21,42906.06,322365.5,16,583915.5,4568174
588,NASIS,94IA107006,34568,-91.995552,41.275002,22,73,5,Point,2.253607,1.290009,-0.000204,8.514515,1.26503,4,-54436.75,267622.5,-45615.79,44354.14,322601.7,16,584115.5,4569774
589,NASIS,94IA107017,34585,-92.0075,41.265835,22,48,30,Point,31.637717,-9.589996,-0.003888,5.829398,3.289932,3,-55481.17,266907.5,-46957.43,42973.13,321578.4,16,583115.5,4568774
590,NASIS,96IA107050,35300,-92.026947,41.270279,26,69,5,Point,0.13117,-0.570007,-0.000003,14.91259,0.057846,6,-57059.27,265258.4,-48213.69,42368.97,319987.9,16,581515.5,4569174
591,NASIS,1999IA107046,34558,-91.998611,41.265556,35,57,8,Point,0.225099,-1.25,0.000012,9.156495,0.980255,6,-54687.93,267706.6,-46286.61,43322.97,322376,16,583915.5,4568674
592,NASIS,1994IA107020,34590,-91.983333,41.267222,12.8,29.1,58.099998,Point,4.285796,-7.329987,-0.002413,6.167511,3.064743,3,-53478.69,268816.7,-45123.94,44096.71,323580.1,16,585115.5,4568874
593,NASIS,1970IA181027,25832,-93.751669,41.308772,28.4,34.799999,36.799999,Point,5.401762,-13.21997,-0.0002,6.710721,6.915802,3,-172429.8,128835.8,-106778.7,-31831.12,175882.9,13,437115.5,4573274
594,NASIS,1971IA181006,26255,-93.745014,41.343292,26.1,71.699997,2.2,Point,0.655401,-3.030029,0.000036,6.810707,4.917389,5,-169770,127489,-103391.9,-28041.58,176780.8,13,437715.5,4577174
595,NASIS,1970IA181011,25826,-93.737658,41.307344,33.099998,57.700001,9.2,Point,3.414996,3.040039,-0.000131,10.98364,38.25504,3,-171574.2,129843,-106167,-31494.13,176974,13,438215.5,4573174
596,NASIS,1971IA181002,26611,-93.609292,41.329961,31.200001,66.300003,2.5,Point,0.319863,0.160004,-0.000011,7.515269,5.658112,1,-161340.2,138280.3,-97803.48,-23971.02,187914.8,13,449015.5,4575574
597,NASIS,1969IA181002,25433,-93.561347,41.3343,32,65.900002,2.1,Point,0.142383,-9.119995,-0.000004,11.72606,0,6,-157867.3,141706.2,-95257.55,-21023.08,191933.5,13,453015.5,4575974
598,NASIS,2010IA18180001,26420,-93.472626,41.321377,19.299999,78.199997,2.5,Point,15.889545,2.610046,-0.002354,6.212267,25.15369,3,-152833.4,149003.4,-92706.85,-18821.53,199218.1,13,460415.5,4574574
599,NASIS,1969IA181003,25440,-93.423431,41.333181,31.1,66.400002,2.5,Point,4.480046,-0.720032,-0.000382,8.430629,23.9032,3,-148742.5,152305.5,-89622.15,-16750.52,203496,13,464615.5,4575874
600,NASIS,1971IA125014,26287,-92.934582,41.356693,20.5,44.599998,34.900002,Point,0.980536,-0.869995,0.000429,10.89834,0.499206,6,-117810.4,189712.4,-70713.86,1920.937,244471.1,13,505515.5,4578374
601,NASIS,94IA107015,34583,-92.388054,41.314724,25,60,15,Point,2.702639,-8.139984,-0.001028,7.97313,7.14296,4,-87322.91,234782.6,-59710.13,27593.66,289856.9,13,551215.5,4573874
602,NASIS,1994IA107001,34556,-91.995277,41.335556,35,55,10,Point,2.291074,-0.950012,-0.001041,11.88334,17.18483,4,-54536.68,266024.3,-42983.84,49550.38,322839.4,16,584115.5,4576474
603,NASIS,95IA107902,34556,-91.995277,41.335556,35,55,10,Point,2.291074,-0.950012,-0.001041,11.88334,17.18483,4,-54536.68,266024.3,-42983.84,49550.38,322839.4,16,584115.5,4576474
604,NASIS,S1995IA107011,34557,-91.984169,41.32111,37,48,15,Point,5.185547,5.449982,0.00053,6.899354,22.3093,3,-53584.05,267266.9,-42710.19,48931.07,323669.3,16,585015.5,4574874
605,NASIS,S1995IA107012,34568,-91.949478,41.314896,35,45,20,Point,6.197852,-12.29001,-0.004151,10.70735,3.604904,3,-50656.89,270227.1,-40271.7,50178.08,326543.2,16,587915.5,4574274
606,NASIS,94IA107002,34557,-91.984169,41.32111,37,48,15,Point,5.185547,5.449982,0.00053,6.899354,22.3093,3,-53584.05,267266.9,-42710.19,48931.07,323669.3,16,585015.5,4574874
607,NASIS,94IA107003,34557,-91.984726,41.323334,34,63,3,Point,0.70454,3.970001,0.001048,7.458449,20.97878,1,-53601.68,267197.6,-42598.71,49154.65,323681.7,16,585015.5,4575174
608,NASIS,94IA107007,34568,-91.949722,41.314724,35,45,20,Point,6.131672,-4.880005,0.000573,6.74208,8.07518,3,-50656.89,270227.1,-40271.7,50178.08,326543.2,16,587915.5,4574274
609,NASIS,94IA107008,34569,-91.949722,41.315277,25,40,35,Point,15.14073,-14.10001,-0.00497,16.64841,2.225403,3,-50656.89,270227.1,-40271.7,50178.08,326543.2,16,587915.5,4574274
610,NASIS,95IA107045,35037,-91.978332,41.34222,37,60,3,Point,0.201267,0.099976,0.000019,8.645692,18.01671,1,-53173.77,267208.7,-41397.71,51065.45,324275.5,16,585515.5,4577274
611,NASIS,95IA107901,34568,-91.949722,41.314724,35,45,20,Point,6.131672,-4.880005,0.000573,6.74208,8.07518,3,-50656.89,270227.1,-40271.7,50178.08,326543.2,16,587915.5,4574274
612,NASIS,95IA107903,34557,-91.984169,41.32111,37,48,15,Point,5.185547,5.449982,0.00053,6.899354,22.3093,3,-53584.05,267266.9,-42710.19,48931.07,323669.3,16,585015.5,4574874
613,NCSS,S1995IA107011,8/11/1994,-91.984169,41.32111,34.9,46.5,18.6,Point,5.185547,5.449982,0.00053,6.899354,22.3093,3,-53584.05,267266.9,-42710.19,48931.07,323669.3,16,585015.5,4574874
614,NCSS,S1995IA107012,8/22/1994,-91.949478,41.314896,12.7,35.3,52,Point,6.197852,-12.29001,-0.004151,10.70735,3.604904,3,-50656.89,270227.1,-40271.7,50178.08,326543.2,16,587915.5,4574274
615,NCSS,S2003IA183002,12/3/2003,-91.895302,41.316307,17.2,78.2,4.6,Point,0.611375,5.440002,0.000308,8.146355,30.08197,1,-46173.26,274561.6,-36093.49,52496.95,331047.6,16,592415.5,4574474
616,NASIS,1980IA183004,29440,-91.716816,41.352522,27,72.5,0.5,Point,0.415032,-3.410004,0.000079,10.53788,14.20798,5,-31580.53,288216.8,-20894.26,64582.66,346117.8,16,607315.5,4578674
617,NASIS,1971IA181003,26164,-93.699878,41.378444,32.799999,65,2.2,Point,1.015546,2.990021,0.001921,19.21874,2.358643,6,-164409.8,129173.9,-98038,-23026.29,180932.3,13,441515.5,4580974
618,NASIS,1971IA181005,26246,-93.5251,41.382994,34.599998,63.799999,1.6,Point,1.287749,0.940002,0.000012,9.4814,30.73636,1,-152192,142324.9,-89038.92,-14882.2,195495.1,13,456115.5,4581374
619,NASIS,1970IA181009,25821,-93.409331,41.409331,29.6,68.199997,2.2,Point,3.087259,2.960022,0.000329,6.311524,9.419601,2,-142640.8,150269.4,-81606.19,-8300.603,205446.8,13,465815.5,4584274
620,NASIS,1969IA125001,25538,-93.315264,41.368275,30.530435,68.269567,1.2,Point,0.38318,6.279968,0.000696,7.560735,37.59402,1,-139382.9,159192.9,-82467.51,-11364.86,212762.8,13,473615.5,4579674
621,NASIS,1972IA125010,26648,-92.962227,41.366801,18.799999,43.799999,37.400002,Point,0.320008,0.280029,0.000224,9.372395,0.769287,6,-118509.1,187090.6,-70618.55,894.4272,242155.1,13,503115.5,4579474
622,NASIS,R02IA095007,37574,-92.276665,41.377499,21.6,72.699997,5.7,Point,1.680496,7.340027,0.000291,5.427207,27.71962,2,-78361.79,242043.5,-50412,38693.93,299516,13,560515.5,4580874
623,NASIS,94IA107010,34577,-92.153892,41.39389,20,55,25,Point,6.1938,-15.94998,-0.002884,7.596346,1.070099,3,-68417.62,251542.6,-45264.22,46531.71,309826.2,13,570715.5,4582874
624,NASIS,94IA107011,34577,-92.153892,41.393333,29,46,25,Point,10.720224,-4.290009,-0.00051,6.28818,6.623978,3,-68405.41,251564.1,-45361.66,46455.68,309819.3,13,570715.5,4582774
625,NASIS,S1995IA107003,34675,-92.070831,41.366943,25,72,3,Point,0.256619,4.160004,0.000324,8.870191,24.34718,1,-61138.94,259026.8,-47054.12,48570.77,316623.5,16,577715.5,4579874
626,NASIS,94IA107021,34674,-92.075554,41.369167,26,71,3,Point,3.486239,3.129974,-0.000908,7.614016,24.96634,3,-61564.44,258570.8,-46820.93,48619.85,316241.6,16,577315.5,4580174
627,NASIS,94IA107023,34675,-92.070831,41.366943,25,72,3,Point,0.256619,4.160004,0.000324,8.870191,24.34718,1,-61138.94,259026.8,-47054.12,48570.77,316623.5,16,577715.5,4579874
628,NASIS,95IA107032,34947,-92.136948,41.367779,26,34,40,Point,5.732446,-2.369995,0.000954,6.3501,5.668411,3,-66627.4,253641.6,-47798.43,45399.78,311138.6,13,572215.5,4579974
629,NASIS,96IA107049,35299,-92.083054,41.380001,22,38,40,Point,3.298177,-7.890015,-0.002732,8.365643,0,3,-62283.38,257724.8,-45741.01,49293.61,315715.2,16,576715.5,4581374
630,NASIS,1995IA107032,34947,-92.136948,41.367779,26,34,40,Point,5.732446,-2.369995,0.000954,6.3501,5.668411,3,-66627.4,253641.6,-47798.43,45399.78,311138.6,13,572215.5,4579974
631,NCSS,S1995IA107003,12/7/1994,-92.070831,41.366943,21.2,75,3.8,Point,0.256619,4.160004,0.000324,8.870191,24.34718,1,-61138.94,259026.8,-47054.12,48570.77,316623.5,16,577715.5,4579874
632,NASIS,95IA107033,34947,-92.044441,41.401943,34,61,5,Point,0.7512,-6.890015,-0.000265,7.398316,13.91176,5,-59401.18,260351.7,-42892.42,53045.73,319066.3,16,579915.5,4583774
633,NASIS,1979IA183004,29074,-91.798075,41.384239,30.4,68.400002,<Null>,Point,4.521795,-0.570007,-0.000291,8.609612,25.4015,3,-38767.13,280877.8,-25656.38,63236.7,339513.4,16,600515.5,4582074
634,NASIS,1961IA183002,22559,-91.76889,41.367222,32.799999,64.900002,2.3,Point,1.195944,0.519989,0.000276,12.04992,26.71761,1,-36144.85,283585.4,-24124.88,63125.59,341806.4,16,602915.5,4580274
635,NASIS,2010IA183005,40368,-91.766296,41.365373,30.799999,67.699997,1.5,Point,0.142296,2.790009,-0.000182,9.162633,25.61815,1,-35823.04,283919.2,-23935.33,63141.82,342095.2,16,603215.5,4580074
636,NCSS,S1961IA183001,10/3/1961,-91.765831,41.365276,30.5,68.4,1.1,Point,1.177626,2.610016,0.000786,7.426414,25.12532,1,-35823.04,283919.2,-23935.33,63141.82,342095.2,16,603215.5,4580074
637,NASIS,1968IA121002,42473,-93.921419,41.416228,27.6,68.199997,4.2,Point,4.810663,4.139954,-0.000079,7.200277,3.163452,3,-173663.3,110661.5,-106952,-31460.77,163130.8,13,423015.5,4585374
638,NASIS,1966IA121002,24412,-93.936414,41.415281,27,70.900002,2.1,Point,1.315734,-5.950012,-0.000585,9.946114,3.377441,5,-174631.2,109558.8,-107922.7,-32572.99,161830.1,13,421715.5,4585274
639,NASIS,1970IA181010,25581,-93.652419,41.450731,28.700001,62.099998,9.2,Point,0.573013,-0.180023,-0.00007,8.378806,5.196487,5,-156167.2,129634.4,-89359.11,-14135.42,185915.3,13,445515.5,4588974
640,NASIS,1971IA125015,26161,-92.902991,41.458943,20,77,3,Point,3.085183,18.52997,0.001378,5.93306,37.37541,3,-107547.4,189060.9,-59271.75,11800.42,248085.2,13,508115.5,4589674
641,NASIS,94IA107009,34577,-92.305557,41.452499,35,40,25,Point,6.477029,-0.639984,-0.000955,10.32728,17.60994,3,-77281.37,237812.5,-43420.04,41938.05,297673,13,558015.5,4589274
642,NASIS,94IA107013,34583,-92.218613,41.439445,36,49,15,Point,13.305994,-4.220016,-0.002998,11.87961,15.90886,3,-74213.81,245225,-42097.15,46903.52,304828,13,565315.5,4587874
643,NASIS,95IA107040,35002,-92.263054,41.46611,28,67,5,Point,2.943148,-5.119995,-0.000167,9.365259,4.691879,3,-73935.78,240932,-40847.64,45632.99,301308.5,13,561515.5,4590774
644,NASIS,96IA107051,35360,-92.235001,41.467499,24,71,5,Point,1.84498,-1.980011,-0.000022,8.202785,3.420334,4,-72416.16,243250.6,-39812.06,47617.75,303716.6,13,563915.5,4590974
645,NASIS,1996IA107054,35404,-92.175003,41.459721,15,25,60,Point,2.702312,11.20001,0.001748,6.343068,16.00891,2,-70263.29,248330.6,-38802.19,51061.73,308609.5,13,568915.5,4590074
646,NASIS,1995IA107042,35002,-92.141832,41.447809,26,71,3,Point,0.450012,1.200012,-0.000095,7.859726,30.96959,1,-68309.95,251307.2,-39195.02,51818.91,311290.6,13,571715.5,4588874
647,NASIS,1994IA107022,34675,-91.993332,41.434166,32,65,3,Point,2.640299,1.860016,-0.00023,9.304435,18.55641,4,-55875.31,263748.6,-38908.23,58414.38,323530.3,16,584115.5,4587474
648,NASIS,1994IA107025,34676,-91.999443,41.439999,31.4,67.300003,1.3,Point,0.286513,0.679993,0.000083,13.61614,20.5983,1,-56489.29,263145.7,-38322.05,58650.23,323080.4,16,583615.5,4588074
649,NASIS,2010IA107002,40365,-91.993333,41.434167,30.6,67.699997,1.7,Point,2.640299,1.860016,-0.00023,9.304435,18.55641,4,-55875.31,263748.6,-38908.23,58414.38,323530.3,16,584115.5,4587474
650,NASIS,1994IA107024,34675,-91.9925,41.43639,30.6,67.199997,2.2,Point,1.742031,1.180023,0.001632,7.949109,19.41818,2,-55818.64,263809.5,-38706.33,58636.59,323646,16,584215.5,4587674
651,NCSS,S1961IA107002,10/2/1961,-91.993889,41.433887,29.8,68.9,1.3,Point,0.982531,2.790009,0.000329,8.426522,18.49039,1,-55952.93,263669,-39010.38,58276.07,323422.7,16,584015.5,4587374
652,NCSS,S1961IA107001,10/2/1961,-91.993614,41.43639,29.9,67.5,2.6,Point,0.544832,2.209991,0.000695,9.358871,20.51834,1,-55916.46,263711.3,-38708.27,58582.25,323546.4,16,584115.5,4587674
653,NASIS,S1995IA107002,34675,-91.989441,41.438332,34,63,3,Point,3.879562,0.350037,-0.00048,14.24788,18.44302,3,-55665.07,263968.9,-38503.25,58913.24,323861.5,16,584415.5,4587874
654,NASIS,94IA107026,34676,-91.989441,41.438332,34,63,3,Point,3.879562,0.350037,-0.00048,14.24788,18.44302,3,-55665.07,263968.9,-38503.25,58913.24,323861.5,16,584415.5,4587874
655,NCSS,S1995IA107002,12/7/1994,-91.989441,41.438332,35.5,62.6,1.9,Point,3.879562,0.350037,-0.00048,14.24788,18.44302,3,-55665.07,263968.9,-38503.25,58913.24,323861.5,16,584415.5,4587874
656,NASIS,2010IA18380002,29417,-91.68187,41.431328,20.5,76.400002,3.1,Point,4.800359,-4.860016,0.000355,6.438566,9.590042,3,-30817.2,289331.1,-14893.29,73202.46,349453.7,16,610115.5,4587474
