OBJECTID *,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,VDCN_10m,IA_DHPFP,Cedar,Nish,Iowa,DesMoines,Missouri,IAphysregionsv4,X_100,Y_100
831,NASIS,2005IA031013,38638,-91.298668,41.81403,9.2,25.9,64.900002,Point,1.973711,1.47998,-0.000292,6.412117,9.002975,4,2701.851,316360.8,22415.4,126116.5,385642,19,641315.5,4630574
832,NCSS,S1971IA045009,12/12/2013,-90.88871,41.797927,17.8,79.1,3.1,Point,2.464291,16.15997,0.000502,6.025118,40.03001,2,26401.52,350476,54384.28,143014,419288.8,19,675415.5,4629474
833,NCSS,S1971IA045005,6/2/1971,-90.885192,41.837891,29.5,57.9,12.6,Point,0.262492,-0.109985,0.000009,11.03314,1.284241,6,29569.24,350611.2,55605.75,146721,420081.5,6,675615.5,4633974
834,NCSS,S1970IA045005,8/19/1970,-90.814173,41.833647,32.7,48.3,19,Point,0.498273,0.000031,-0.000027,9.680317,0.866135,6,33717.95,356514.4,61217.73,150005.1,425872.4,6,681515.5,4633574
835,NCSS,S1970IA045001,7/1/1970,-90.813697,41.831806,27.5,47.8,34.7,Point,0.65304,-0.02002,0.000043,9.465766,0.796081,6,33593.15,356516.2,61170.99,149848.8,425845.5,6,681515.5,4633374
836,NCSS,S1971IA045002,8/24/1971,-90.842769,41.82788,22.9,67.6,9.5,Point,0.65624,0.180023,-0.000079,10.31801,1.172012,6,31422.44,354121.5,58720.52,147968.8,423400.2,6,679115.5,4632874
837,NASIS,S1972IA045004,26556,-90.333618,41.78214,25,65,10,Point,0.556866,0.300018,-0.000532,8.989544,26.66136,1,67931.22,396674.8,89146.17,171589.8,464911.6,4,721615.5,4629074
838,NASIS,S1972IA045009,26568,-90.332974,41.782165,26,64,10,Point,1.235907,1.830017,0.000692,9.741958,27.42252,1,67931.22,396674.8,89146.17,171589.8,464911.6,4,721615.5,4629074
839,NCSS,S1974IA045100,9/9/1974,-90.335869,41.77441,23.5,74.5,2,Point,0.991276,1.199982,-0.000043,7.19135,20.5815,1,67435.45,396493.3,88316.53,170801.4,464584,4,721415.5,4628174
840,NCSS,S1972IA045009,9/26/1972,-90.332974,41.782165,23.1,63.5,13.4,Point,1.235907,1.830017,0.000692,9.741958,27.42252,1,67931.22,396674.8,89146.17,171589.8,464911.6,4,721615.5,4629074
841,NCSS,S1972IA045004,9/14/1972,-90.333618,41.78214,24.3,60.8,14.9,Point,0.556866,0.300018,-0.000532,8.989544,26.66136,1,67931.22,396674.8,89146.17,171589.8,464911.6,4,721615.5,4629074
842,NCSS,S1975IA045005,12/10/1975,-90.309861,41.786964,23.4,67.9,8.7,Point,1.05941,1.589996,0.000134,7.011123,16.0022,1,69886.84,398565,90722.98,173266.6,466864,4,723515.5,4629574
843,NASIS,S1972IA045020,26555,-90.245701,41.808972,12,38,50,Point,1.582853,-7.089996,-0.001633,9.105702,2.286575,4,75796.11,403825.1,96187.32,178901.6,472504.2,7,728815.5,4632274
844,NASIS,S1972IA045021,26557,-90.257504,41.796517,5,10,85,Point,1.394813,2,-0.000223,10.67157,5.556091,1,74337.74,402844.7,94397.3,177132,471293.2,7,727815.5,4630774
845,NCSS,S1972IA045020,9/13/1972,-90.245701,41.808972,12.9,26.9,60.2,Point,1.582853,-7.089996,-0.001633,9.105702,2.286575,4,75796.11,403825.1,96187.32,178901.6,472504.2,7,728815.5,4632274
846,NCSS,S1975IA045003,7/22/1975,-90.280602,41.813916,17.7,58.8,24.5,Point,5.708191,11.45999,0.00226,7.779954,36.13446,3,73238.24,400921,94642.54,177164.1,469697.2,4,725915.5,4632674
847,NCSS,S1976IA045002,9/13/1972,-90.245701,41.808972,20.3,36.9,34.8,Point,1.582853,-7.089996,-0.001633,9.105702,2.286575,4,75796.11,403825.1,96187.32,178901.6,472504.2,7,728815.5,4632274
848,NCSS,S1972IA045003,5/16/1972,-90.879711,41.866169,20.6,65.1,14.3,Point,5.48178,-8.01001,-0.0009,6.982822,25.91234,3,32003.91,351000.1,56889.45,149454.5,420914.3,6,676015.5,4637074
849,NCSS,S1971IA045004,8/18/1971,-90.806983,41.875389,23.3,32.7,44,Point,0.60561,0.440002,-0.00023,9.98815,0.498703,6,37196.37,357003.2,62966.74,154013,427024.9,6,682015.5,4638274
850,NCSS,S1971IA045006,8/24/1971,-90.866503,41.842966,25.5,52,22.5,Point,5.332933,2.040009,-0.000128,6.126112,23.93692,3,31077.48,352106.9,57211.63,148100.3,421649.9,6,677115.5,4634574
851,NCSS,S1971IA045003,8/18/1971,-90.809724,41.879443,22.1,27.2,50.7,Point,0.649195,-1.129974,0.0001,9.962379,0.414886,6,37239.23,356705.1,62803.98,154147.5,426786.4,6,681715.5,4638674
852,NCSS,S1969IA045002,3/26/1973,-90.471491,41.878707,24.6,73.3,2.1,Point,1.530194,6.500031,0.00054,6.984612,15.41821,2,60866.82,384808.8,90093.73,171604.9,454699.6,18,709815.5,4639374
853,NASIS,1970IA031106,26086,-90.344645,41.881034,63.900002,61.700001,1.4,Point,3.27049,-4.070007,-0.000577,7.424402,10.57925,3,70670.08,395312.9,97211.21,178776,465182,18,720315.5,4639974
854,NASIS,1973IA045004,26086,-90.344645,41.881034,28.700001,67.199997,4,Point,3.27049,-4.070007,-0.000577,7.424402,10.57925,3,70670.08,395312.9,97211.21,178776,465182,18,720315.5,4639974
855,NCSS,S1969IA045004,3/26/1973,-90.354054,41.85368,23,75.3,1.5,Point,1.046934,2.779999,0.000232,8.598079,27.49188,1,68867.41,394600,94250.09,175982.6,464073.7,4,719615.5,4636874
856,NASIS,1966IA113011,24383,-91.513793,41.941862,23.799999,72.199997,4,Point,1.591092,-3.199982,-0.000619,7.881021,10.73941,4,2906.888,298296.8,16439.59,127360,370020.7,19,623215.5,4644374
857,NASIS,1962IA113003,22936,-91.400967,41.9475,21.5,59.299999,19.299999,Point,2.160254,1.519989,0.000814,12.8242,3.009506,2,8354.64,307614.7,22415.4,133480.1,379310.2,6,632515.5,4645174
858,NASIS,2005IA031207,38656,-91.229942,41.91497,21.799999,63.900002,14.3,Point,0.688548,11.47998,0.000273,5.54313,29.15384,1,15058.55,321840.4,32070.24,138682.4,392816.3,19,646815.5,4641874
859,NASIS,2005IA031011,38657,-91.23008,41.90411,23,71.900002,5.1,Point,1.836221,9.830017,0.001344,7.429841,38.46669,2,14035.67,321823.6,31469.67,137596.5,392617.7,19,646815.5,4640674
860,NASIS,2005IA031022,38455,-91.120583,41.93161,24.4,69.5,6.15,Point,1.142696,1.940002,-0.000133,7.727454,29.73299,1,22373.2,330876.2,40920.66,144494.3,402024.2,6,655815.5,4643874
861,NASIS,2005IA031003,38460,-91.136276,41.90736,26.200001,66,7.8,Point,0.782894,-0.070007,-0.000007,8.800905,19.48662,5,19709.13,329629.4,38665.75,141547.1,400394.8,6,654615.5,4641174
862,NASIS,1971IA045011,26184,-90.89574,41.947543,8,7,85,Point,0.996363,-3.410004,-0.000724,15.75765,1.202484,6,36905.42,349523.8,58837.15,155926.3,420730.4,6,674415.5,4646074
863,NCSS,S1971IA045001,6/2/1971,-90.85451,41.927919,42.7,46.2,11.1,Point,3.124314,0.300018,0.000316,18.82291,0.05484,3,37859.34,352973.4,61154.31,156170.7,423841.8,6,677915.5,4643974
864,NCSS,S1972IA045019,8/19/1971,-90.802685,41.945013,24,67.8,8.2,Point,0.142383,-1.800018,0.000009,12.38951,0.025253,6,42323.63,357218.5,65804.63,160240.1,428309.3,6,682115.5,4645974
865,NASIS,1971IA045Kenyon053,26163,-90.79129,41.915104,20,48.299999,31.700001,Point,2.068044,6.100006,0.002223,6.879594,17.3856,2,41082.96,358248.6,65556.77,158240.3,428871.4,6,683215.5,4642674
866,NASIS,S1972IA045008,26564,-90.367471,41.894842,30,67,3,Point,0.185586,-0.990021,-0.000013,9.600629,0.20343,6,69535.89,393428.1,97435.93,178679.4,463508.6,18,718415.5,4641474
867,NCSS,S1972IA045016,5/25/1972,-90.355612,41.898289,25.2,69.9,4.9,Point,1.966833,-3.300018,-0.000259,8.278244,0.795258,4,70520.7,394333,98256.05,179566.3,464456,18,719315.5,4641874
868,NCSS,S1971IA045007,5/25/1971,-90.358662,41.898533,19.4,79.2,1.4,Point,0.131217,-0.610016,-0.000037,9.381806,0.137909,6,70338.97,394133,98148.51,179436.9,464258,18,719115.5,4641874
869,NCSS,S1972IA045008,9/22/1972,-90.367471,41.894842,30.6,66.5,2.9,Point,0.185586,-0.990021,-0.000013,9.600629,0.20343,6,69535.89,393428.1,97435.93,178679.4,463508.6,18,718415.5,4641474
870,NCSS,S1972IA045011,9/26/1972,-90.374926,41.909431,15.6,81.9,2.5,Point,0.159164,-8.769989,-0.000291,8.957247,0.97023,6,69588.87,392750.5,98426.06,179456.9,463043.7,18,717715.5,4643074
871,NCSS,S1972IA045002,5/25/1972,-90.340913,41.889913,25.9,68.7,5.4,Point,7.159653,2.51001,-0.000839,6.683542,23.38316,3,71340.1,395622.3,98210.23,179728.3,465617.1,18,720615.5,4640974
872,NCSS,S1972IA045012,5/26/1972,-90.345372,41.889522,18.1,46.7,35.2,Point,5.685795,-4.889984,-0.00049,6.391677,12.6378,3,70933.49,395221.3,97906.48,179391.3,465207.1,18,720215.5,4640874
873,NCSS,S1972IA045001,9/13/1972,-90.181652,41.90255,14.7,55.6,29.7,Point,18.029143,1,-0.003228,6.264463,42.01639,3,84238.05,408844,107463.7,189924.5,478939.2,18,733815.5,4642774
874,NASIS,1966IA113002,24108,-91.555031,41.988918,7.1,25.700001,67.199997,Point,2.294093,4.679993,0.000688,7.395586,7.974045,2,4382.921,294977.8,20520.48,128245.3,367582.6,19,619715.5,4649574
875,NASIS,1970IA113104,40203,-91.472298,41.988247,15,75.5,9.6,Point,3.053047,3.720032,-0.000098,7.262716,18.48526,3,8823.831,301771.6,22541.74,133263.8,374248.4,6,626515.5,4649574
876,NASIS,1969IA113007,25351,-91.503078,41.968517,16.5,52,31.5,Point,5.566972,2.589996,0.000827,6.909676,17.0385,3,5984.146,299187.8,19516.66,129933.7,371369.7,19,624015.5,4647374
877,NCSS,S1986IA105001,11/17/1986,-91.224803,41.97985,14.7,78.3,7,Point,1.653841,2.320007,0.000529,8.484414,7.193604,2,20165.81,322334.8,36211.19,144837.8,394377.5,6,647115.5,4649074
878,NCSS,S1984IA105038,10/15/1984,-91.224471,41.988423,23.7,55.2,21.1,Point,0.473209,1.210022,-0.000621,7.56707,21.80394,1,20742.23,322370.4,36726.69,145583.1,394544.6,6,647115.5,4649974
879,NCSS,S1985IA105009,11/13/1985,-91.15497,42.008183,29.9,38.7,31.4,Point,0.413763,-0.920013,-0.000026,11.81658,4.070251,6,26659.52,328171,42773,150739,400594.7,18,652815.5,4652374
880,NCSS,S1984IA105005,10/15/1984,-91.085688,41.962123,27.1,66.4,6.5,Point,1.656035,1.629944,0.000209,9.790079,42.06238,2,26806.9,333768.4,45038.76,148901.2,405383.8,6,658615.5,4647374
881,NCSS,S1970IA045022,10/8/1970,-90.844798,41.990776,25.2,65.4,9.4,Point,24.691427,-3.01001,0.000359,5.904721,13.48288,3,43292.15,353785.1,64486.05,162278.6,425606.7,18,678515.5,4650974
882,NCSS,S1974IA045001,9/17/1974,-90.482655,41.967282,24.2,60.5,15.3,Point,8.619146,3.649994,0.003757,6.156169,18.05318,3,64795.45,383800.4,91649.12,178672.6,454978.3,18,708615.5,4649174
883,NASIS,1976IA045021,27345,-90.389141,41.992756,21.1,76.900002,2,Point,0.725787,-1.419983,-0.000102,8.269945,1.117386,6,72835.7,391506.9,99846.13,185711.9,462980.4,18,716215.5,4652274
884,NASIS,S1975IA045002,27591,-90.402347,41.987424,34.900002,62.599998,2.5,Point,0.414965,1.149963,0.000204,13.06886,0.589493,6,71670.36,390484.4,98704.05,184627.5,461895.7,18,715215.5,4651674
885,NCSS,S1975IA045002,7/16/1975,-90.402347,41.987424,34.9,62.6,2.5,Point,0.414965,1.149963,0.000204,13.06886,0.589493,6,71670.36,390484.4,98704.05,184627.5,461895.7,18,715215.5,4651674
886,NASIS,1966IA113003,24404,-91.5165,42.018577,27,63.599998,9.4,Point,1.086316,-0.429993,-0.000051,14.36026,5.560486,5,8886.507,298234.9,24375.6,132765.5,371287.6,6,622815.5,4652874
887,NASIS,1963IA113002,23236,-91.451582,42.056459,8.1,21.799999,71.199997,Point,7.782232,-8.730011,0.000892,18.12024,0.794388,3,15628.5,303785.7,30139.18,139570.4,377373.5,6,628115.5,4657174
888,NASIS,1984IA105031,40291,-91.349472,42.037369,23.5,62.299999,14.2,Point,0.721502,1.179993,-0.000074,9.187087,25.96625,1,19167.16,312148.7,32741.56,144044.2,385286.1,6,636615.5,4655274
889,NASIS,S1984IA105031,40291,-91.349472,42.037369,23.5,62.299999,14.2,Point,0.721502,1.179993,-0.000074,9.187087,25.96625,1,19167.16,312148.7,32741.56,144044.2,385286.1,6,636615.5,4655274
890,NCSS,S1984IA105036,9/5/1984,-91.180469,42.031046,20.9,75.3,3.8,Point,0.751239,-4.789978,-0.00049,10.35995,3.721069,6,26605.64,326102.7,42442.08,151602.7,398920,18,650615.5,4654874
891,NCSS,S1984IA105002,9/4/1984,-91.158254,42.012156,28.6,58.5,14.7,Point,0.271921,-1.329987,-0.000106,13.76459,4.464951,6,26683.33,327890.6,42756.29,150952,400376.4,18,652515.5,4652774
892,NCSS,S1985IA105006,11/13/1985,-91.133558,42.027563,8.9,13.6,77.5,Point,2.375561,-0.899994,0.00093,9.037381,3.810425,2,29308.19,329975.1,45371.47,153367.2,402666.4,18,654515.5,4654474
893,NCSS,S1985IA105011,8/12/1985,-91.137057,42.028289,2.5,32.7,64.8,Point,2.410393,-1.730011,-0.000058,12.02716,4.406326,4,29143.1,329680.9,45183.4,153327.5,402391.6,18,654215.5,4654574
894,NCSS,S1985IA105007,7/19/1985,-91.137917,42.022111,14.9,25,60.1,Point,0.256686,-0.970001,-0.000511,13.27912,0.534256,6,28616.25,329544,44697.76,152653.1,402157.8,18,654115.5,4653874
895,NCSS,S1988IA097052,4/22/1985,-90.883924,42.047897,24.7,69.8,5.5,Point,18.506985,-6.659988,-0.008083,5.406482,25.89124,3,45751.18,350699.7,64274.8,165733,423419.8,18,675115.5,4657274
896,NCSS,S1987IA105101,12/16/2013,-90.930533,42.058219,25.5,67,7.5,Point,6.698448,-20.58,-0.00785,7.042004,8.006317,3,43455.27,346867,61431.26,164579,419786.7,18,671215.5,4658274
897,NASIS,1971IA045008,26177,-90.855939,42.031002,26,70,4,Point,2.444774,14.51001,0.006201,5.850715,13.72778,3,46160.16,352995.7,65522.9,165489.8,425437,18,677515.5,4655474
898,NCSS,S1987IA097002,9/8/1987,-90.856721,42.046647,14.8,75.2,10,Point,4.608564,-45.07999,-0.004416,13.10234,1.4086,3,47349.87,352990,66233.3,166868.7,425658.6,18,677415.5,4657174
899,NCSS,S1988IA097037,10/16/1986,-90.799906,42.039027,22.4,64.2,13.4,Point,3.308768,-7.080002,-0.002071,6.756533,38.41815,3,49808.03,357643,70078.38,168851.6,430142.8,18,682115.5,4656474
900,NCSS,S1988IA097011,9/11/1984,-90.743917,42.051163,26.6,67.5,5.9,Point,0.640534,2.599976,0.000018,7.574929,26.2019,1,53912.89,362314.9,74823.66,172604.3,434923.4,18,686715.5,4657874
901,NCSS,S1988IA097012,2/5/2013,-90.750851,42.052054,32.8,57.6,9.6,Point,0.840363,-2.700012,-0.000016,11.14377,18.04306,5,53578.82,361721.8,74328.53,172344.1,434352.9,18,686115.5,4657974
902,NCSS,S1972IA045014,4/11/1972,-90.683899,42.032258,24.4,70.6,5,Point,0.849228,-2.440002,-0.00031,8.580714,9.366913,5,56141.34,367202.3,78587.09,173982.1,439487.1,18,691715.5,4655974
903,NCSS,S1985IA097004,3/20/1985,-90.710571,42.04039,25.9,68.9,5.2,Point,1.591409,-2,-0.000239,8.416328,15.32898,4,55087.29,365048.3,76893.23,173327.7,437470.3,18,689515.5,4656774
904,NCSS,S1988IA097026,2/6/2013,-90.684106,42.04348,23.9,69.5,6.6,Point,1.184471,-3.320007,-0.001748,9.145674,0.978989,6,56954.11,367267,79065.1,174947.1,439706.3,18,691715.5,4657174
905,NCSS,S1988IA097040,4/22/1985,-90.712263,42.052708,26.5,61.9,11.6,Point,3.690638,2.279999,-0.000422,6.970695,13.62038,3,55932.55,364928,77298.19,174348.2,437533.6,18,689315.5,4658174
906,NCSS,S1988IA097010,12/23/1985,-90.684138,42.035539,17.9,31.4,50.7,Point,1.670555,2.320007,0.000014,10.19971,8.778732,2,56343.23,367218.1,78705.15,174223.1,439541.6,18,691715.5,4656274
907,NCSS,S1983IA097091,6/24/1983,-90.646784,42.047733,16.3,79.4,4.3,Point,1.527512,-12.70001,0.000052,6.557947,0.325974,2,59576.93,370295.9,82053.95,177220.6,442765.5,18,694715.5,4657774
908,NCSS,S1987IA097010,6/8/1987,-90.640197,42.041669,23.6,70.5,5.8,Point,0.683446,2.389984,-0.000045,8.991967,2.869003,6,59569.12,370856,82331.16,177025.2,443227.1,18,695315.5,4657074
909,NCSS,S1988IA097029,4/11/1985,-90.408898,42.049828,31.2,66.4,2.4,Point,0.413811,-0.339996,-0.000187,9.344952,3.981552,6,75032.33,390009.8,100449.6,189685.7,462284.9,18,714415.5,4658574
910,NCSS,S1975IA045006,5/13/1975,-90.412393,41.995788,17.2,80.3,2.5,Point,2.844719,-1.47998,-0.000809,8.73148,3.215759,4,71420.02,389620.5,98157.27,184800.4,461155.9,18,714315.5,4652574
911,NASIS,S1983IA097012,30496,-90.334228,42.04837,23.299999,74.5,2.3,Point,1.015479,3.850006,0.00054,7.805069,43.66321,1,80014.81,396200.2,106180.6,193388.8,468387.1,18,720615.5,4658574
912,NCSS,S1983IA097012,6/29/1983,-90.334228,42.04837,23.2,74.5,2.3,Point,1.015479,3.850006,0.00054,7.805069,43.66321,1,80014.81,396200.2,106180.6,193388.8,468387.1,18,720615.5,4658574
913,NASIS,S1972IA045006,41320,-90.184223,41.996643,58,40,2,Point,5.588919,7.669983,-0.000006,8.716871,9.554626,3,88026.36,408533.3,115481.1,197278.7,479917.4,18,733215.5,4653274
914,NCSS,S1972IA045006,2/15/2013,-90.184223,41.996643,58.4,38.4,3.2,Point,5.588919,7.669983,-0.000006,8.716871,9.554626,3,88026.36,408533.3,115481.1,197278.7,479917.4,18,733215.5,4653274
915,NASIS,1963IA113001,23221,-91.492583,42.122679,24.299999,54.900002,20.799999,Point,1.372941,-0.880005,-0.000154,7.136407,34.55643,5,19925.11,300877.8,36075.61,142228.7,375334.4,6,624615.5,4664474
916,NASIS,1961IA113022,22473,-91.531072,42.117636,26,60.900002,13,Point,0.698866,-0.059937,0.000172,9.325716,27.39119,5,18386.14,297636.3,34917.76,139592.6,372078.7,6,621415.5,4663874
917,NCSS,S1982IA105015,6/15/1982,-91.28054,42.084705,13.6,81.6,4.8,Point,15.792496,9.670044,0.000052,6.237864,43.15359,3,26165.82,318091.6,40372.52,151625.9,391874.7,18,642215.5,4660574
918,NASIS,1982IA105023,40291,-91.211418,42.086132,26,68,6,Point,4.010236,4.559998,0.00076,7.216218,14.15495,3,29329.34,323798.1,44407.21,155162.5,397506.9,18,647915.5,4660874
919,NASIS,1982IA105023,40291,-91.211418,42.086132,26,68,6,Point,4.010236,4.559998,0.00076,7.216218,14.15495,3,29329.34,323798.1,44407.21,155162.5,397506.9,18,647915.5,4660874
920,NCSS,S1984IA105022,10/1/1984,-91.166667,42.069722,17.3,48.6,34.1,Point,8.718326,6.27002,0.001327,6.389331,12.82184,3,30421.7,327467,46011.41,155788.3,400865.6,18,651715.5,4659174
921,NCSS,S1984IA105024,10/1/1984,-91.169444,42.070556,17.4,38,44.6,Point,7.448244,5.719971,0.000613,6.852585,9.634369,3,30290.92,327174.6,45850.73,155706.4,400592.8,18,651415.5,4659274
922,NCSS,S1984IA105021,10/1/1984,-91.166667,42.069722,16.1,43.9,40,Point,8.718326,6.27002,0.001327,6.389331,12.82184,3,30421.7,327467,46011.41,155788.3,400865.6,18,651715.5,4659174
923,NCSS,S1984IA105023,10/1/1984,-91.169444,42.070556,20,42,38,Point,7.448244,5.719971,0.000613,6.852585,9.634369,3,30290.92,327174.6,45850.73,155706.4,400592.8,18,651415.5,4659274
924,NCSS,S1983IA105011,7/14/1983,-91.135127,42.107914,11.4,84,4.6,Point,8.699617,6.02002,0.000416,6.54372,29.37119,3,35286.54,330281,50741.01,160754.1,404217.7,18,654215.5,4663474
925,NCSS,S1988IA097033,2/7/2013,-90.887259,42.065587,16.1,77.3,6.6,Point,5.031471,-14.66003,-0.003366,6.83157,6.326157,3,46748.8,350516.5,64981,167196.4,423493.2,18,674815.5,4659174
926,NCSS,S1988IA097036,2/7/2013,-90.795814,42.109545,7.6,32.3,60.1,Point,0.698033,-13.78003,-0.000353,23.45745,1.47551,6,55697.04,358257,73950.39,175435.6,431763,18,682215.5,4664274
927,NCSS,S1988IA097039,2/8/2013,-90.818327,42.07296,18.1,74.4,7.5,Point,0.644471,0.379974,0.000028,8.535645,1.871597,6,51662.37,356269.3,70402.27,171065.7,429278.7,18,680515.5,4660174
928,NCSS,S1983IA097014,5/12/1983,-90.834982,42.063768,28.4,56.2,15.4,Point,2.34146,2.179993,-0.000395,6.811683,10.03763,4,49887.57,354801.5,68642.04,169384.3,427691.5,18,679115.5,4659174
929,NCSS,S1983IA097019,8/2/1983,-90.767848,42.064495,30.1,66.5,3.4,Point,0.185594,-0.230011,0.000026,8.493518,12.03186,5,53701.49,360409.3,73709.97,172709.3,433244.3,18,684715.5,4659374
930,NCSS,S1988IA097006,9/11/1984,-90.785557,42.089921,6.6,13.9,79.5,Point,4.010378,8.640015,0.001741,6.057922,34.28847,3,54881.05,358999.7,73652.43,174157.5,432221.9,18,683115.5,4662174
931,NCSS,S1988IA097022,8/13/1986,-90.76203,42.063029,26.9,68.5,4.6,Point,2.887909,-0.460022,-0.001142,9.267715,12.15318,4,53875.6,360895.8,74062.48,172824.3,433696.8,18,685115.5,4659174
932,NCSS,S1988IA097047,8/13/1986,-90.646402,42.073642,12,39.8,48.2,Point,13.780263,-3.660004,-0.000035,6.614298,14.79567,3,61537.96,370471.7,83248.66,179544.6,443308.5,18,694715.5,4660674
933,NASIS,S1985IA097005,31134,-90.627861,42.101589,10,16.299999,63.700001,Point,6.266927,-2.820007,0.000019,7.43216,27.53409,3,64701.24,372080.9,85865.01,182871.2,445281.7,18,696115.5,4663774
934,NCSS,S1985IA097005,3/28/1985,-90.627861,42.101589,10,26.3,63.7,Point,6.266927,-2.820007,0.000019,7.43216,27.53409,3,64701.24,372080.9,85865.01,182871.2,445281.7,18,696115.5,4663774
935,NCSS,S1988IA097051,2/8/2013,-90.635458,42.104754,10.9,38.2,50.9,Point,8.555054,0.169983,-0.000133,6.943393,40.29472,3,64488.14,371504.4,85464.2,182759.7,444752.6,18,695515.5,4664074
936,NCSS,S1983IA097009,6/21/1983,-90.414165,42.054056,19.7,74.7,5.6,Point,0.956971,-0.769989,-0.000078,9.84565,4.174164,6,74964.59,389633,100239.9,189775.7,461962.7,18,714015.5,4658974
937,NCSS,S1988IA097050,2/8/2013,-90.418835,42.076768,15.4,72.3,12.1,Point,0.987094,-1.51001,-0.000435,7.217242,21.13184,5,76157.01,389284.4,100804.5,191521.3,461925.4,18,713515.5,4661574
938,NCSS,S1988IA097907,12/8/2014,-90.37354,42.050428,13.5,33.1,53.4,Point,3.537948,-7.690002,-0.000476,7.389591,10.54167,3,77400.58,392910.8,103161.7,191481.9,465156.5,18,717315.5,4658674
939,NCSS,S1983IA097004,8/3/1983,-90.394826,42.073876,32.2,54.9,12.9,Point,2.205378,-9.26001,-0.003704,7.173545,18.16295,4,77572.74,391267.8,102541,192518.7,463854.5,18,715515.5,4661274
940,NCSS,S1983IA097023,8/5/1983,-90.3525,42.099572,26.7,52.2,21.1,Point,6.431121,-0.089996,0.001154,5.908622,31.26529,3,82040.11,394851.8,106839.2,196861.1,467733.7,18,718915.5,4664274
941,NCSS,S1988IA097003,8/12/1986,-90.365179,42.080732,12.1,29.1,58.8,Point,4.160131,0.600006,-0.000009,7.901093,18.01614,3,79946.55,393713.7,105058.2,194575,466360.6,18,717915.5,4662074
942,NCSS,S1983IA097006,11/15/1983,-90.362948,42.074303,16.2,77.2,6.6,Point,0.355881,0.980011,-0.000122,10.19109,7.400635,1,79671.95,393869,104957.4,194128.7,466429,18,718115.5,4661374
943,NCSS,S1988IA097002,3/5/1985,-90.41106,42.05663,21.3,74.6,4.1,Point,0.763867,0.600006,-0.000216,8.205358,5.879959,6,75307.63,389849.8,100542.8,190136,462213.3,18,714215.5,4659274
944,NCSS,S1983IA097017,6/2/1983,-90.300468,42.092184,22.5,74.4,3.1,Point,3.257889,6.720032,0.001315,7.64155,59.64273,3,85060.04,399100.8,110511.5,198942.1,471846.3,18,723215.5,4663574
945,NCSS,S1983IA097015,8/11/1983,-90.313335,42.050385,15.1,38.7,46.2,Point,6.323239,-0.519989,-0.00024,6.526177,38.22404,3,81580.45,397914.2,107871.1,194663.4,470113.4,18,722315.5,4658874
946,NCSS,S1983IA097024,6/22/1983,-90.340231,42.057351,13.6,40.2,46.2,Point,6.870974,-0.339996,0.000111,9.463897,41.00583,3,80189.9,395757.3,106093.2,193881.8,468071.8,18,720115.5,4659574
947,NCSS,S1982IA097003,8/1/1983,-90.306675,42.09907,15.7,80,4.3,Point,5.310816,5.02002,0.000263,7.679868,68.50044,3,85085.2,398649.7,110338.1,199200,471485.2,18,722715.5,4664274
948,NCSS,S1983IA097011,5/31/1983,-90.256163,42.062743,22.9,74.9,2.2,Point,2.799011,7.5,-0.00034,7.215439,53.05902,4,86311.35,402692.1,112793.8,198747,475004.3,18,727015.5,4660374
949,NCSS,S1988IA097021,2/5/2013,-90.197434,42.088314,7.2,8,84.8,Point,1.84803,5.059998,0.00054,7.471897,6.824783,2,91969.4,407668.8,118362.5,204093.7,480264.2,7,731815.5,4663374
950,NCSS,S1983IA097101,12/8/2014,-90.191086,42.074448,15.3,77.5,7.2,Point,0.555887,-1.709991,-0.00011,7.98532,0.112579,6,91652.6,408172.5,118370,203312.8,480584.8,7,732415.5,4661874
951,NCSS,S1985IA105004,11/18/1985,-91.34498,42.145507,6.2,29.8,64,Point,5.016493,6.599976,0.001108,5.762206,25.34863,3,28878.02,313188.7,42941.82,152763.9,387746.3,18,636715.5,4667274
952,NCSS,S1982IA105092,6/25/1982,-91.307407,42.150261,16.2,68.9,14.9,Point,0.936094,-2.989929,-0.000497,10.86579,7.800049,5,31292.17,316332.5,44984.11,155423.6,390903.8,18,639815.5,4667874
953,NCSS,S1982IA105006,6/25/1982,-91.230183,42.164921,25.8,69.6,4.6,Point,2.435196,-0.259949,-0.000287,6.74219,23.40421,4,36011.8,322870.4,49943.37,161258.9,397511,18,646215.5,4669574
954,NCSS,S1983IA105014,6/9/1983,-91.160007,42.165434,25.3,66.5,8.2,Point,0.810335,0.799988,0.000088,13.74128,2.763275,6,39000.64,328660.9,53724.67,164862.9,403242.3,18,652015.5,4669774
955,NCSS,S1984IA105034,10/22/1984,-91.147298,42.164286,26.3,68.2,5.5,Point,1.281404,-0.690002,-0.000189,10.21248,19.29385,5,39467.71,329645.9,54312.52,165328.3,404205.2,18,653015.5,4669674
956,NCSS,S1984IA105035,10/22/1984,-91.148351,42.164382,26.3,69.6,4.2,Point,1.340106,2.740051,0.000122,9.52035,20.65921,1,39411.8,329546.4,54245.74,165275.5,404107,18,652915.5,4669674
957,NCSS,S1984IA105009,9/5/1984,-91.066274,42.120557,22,52,26,Point,4.138898,4.080017,0.0005,6.232612,13.95822,3,40235.93,335985.5,55939.43,165127,410009.5,18,659815.5,4664974
